code	name	badHealthHi	badHealthLo	goodHeathHi	goodHeathLo	ownershipHi	ownershipLo	rentingHi	rentingLo	youngHi	youngLo	oldHi	oldLo	christianHi	christianLo	aethiestHo	aethiestLo	asianHi	asianLo	blackHi	blackLo	whiteHi	whiteLo
synE07000210	Mole Valley	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000211	Reigate and Banstead	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000212	Runnymede	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000213	Spelthorne	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000214	Surrey Heath	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000215	Tandridge	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000216	Waverley	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000217	Woking	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000218	North Warwickshire	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false
synE07000219	Nuneaton and Bedworth	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000220	Rugby	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000221	Stratford-on-Avon	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000222	Warwick	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000223	Adur	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000224	Arun	false	false	false	false	true	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false
synE07000225	Chichester	false	false	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false
synE07000226	Crawley	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000227	Horsham	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000228	Mid Sussex	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000229	Worthing	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000234	Bromsgrove	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000235	Malvern Hills	false	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false
synE07000236	Redditch	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000237	Worcester	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000238	Wychavon	false	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false
synE07000239	Wyre Forest	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000240	St Albans	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000241	Welwyn Hatfield	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000242	East Hertfordshire	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE07000243	Stevenage	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
synE08000001	Bolton	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false
synE08000002	Bury	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false
synE08000003	Manchester	false	false	false	false	false	true	false	false	false	false	false	true	false	true	false	false	true	false	false	false	false	true
synE08000004	Oldham	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	true	true	false	false	false	false	false
synE08000005	Rochdale	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	false
synE08000006	Salford	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000007	Stockport	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000008	Tameside	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000009	Trafford	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000010	Wigan	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false
synE08000011	Knowsley	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false
synE08000012	Liverpool	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false
synE08000013	St. Helens	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false
synE08000014	Sefton	true	false	false	true	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false
synE08000015	Wirral	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false
synE08000016	Barnsley	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000017	Doncaster	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000018	Rotherham	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000019	Sheffield	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000021	Newcastle upon Tyne	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000022	North Tyneside	true	false	false	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000023	South Tyneside	true	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false
synE08000024	Sunderland	false	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false
synE08000025	Birmingham	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	true	false	true	false	false	true
synE08000026	Coventry	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false
synE08000027	Dudley	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000028	Sandwell	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	true	true	false	false	false	false	true
synE08000029	Solihull	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000030	Walsall	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000031	Wolverhampton	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	true
synE08000032	Bradford	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	true	false	false	false	false	true
synE08000033	Calderdale	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000034	Kirklees	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
synE08000035	Leeds	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000036	Wakefield	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE08000037	Gateshead	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE09000001	City of London	false	false	false	false	false	true	false	false	false	true	false	false	false	true	false	false	false	false	true	false	false	true
synE09000002	Barking and Dagenham	false	false	true	false	false	true	true	false	true	false	false	true	false	false	false	true	true	false	true	false	false	true
synE09000003	Barnet	false	false	false	false	false	true	true	false	true	false	false	false	false	true	false	true	true	false	true	false	false	true
synE09000004	Bexley	false	false	false	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE09000005	Brent	false	false	false	false	false	true	true	false	false	false	false	true	false	true	false	true	true	false	true	false	false	true
synE09000006	Bromley	false	false	false	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false
synE09000007	Camden	false	false	false	false	false	true	true	false	false	true	false	true	false	true	false	false	true	false	true	false	false	true
synE09000008	Croydon	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	false	true	false	true	false	false	true
synE09000009	Ealing	false	false	false	false	false	true	true	false	false	false	false	true	false	true	false	true	true	false	true	false	false	true
synE09000010	Enfield	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	true	true	false	true	false	false	true
synE09000011	Greenwich	false	false	true	false	false	true	true	false	true	false	false	true	false	false	false	false	false	false	true	false	false	true
synE09000012	Hackney	false	false	true	false	false	true	true	false	false	false	false	true	false	true	false	false	true	false	true	false	false	true
synE09000013	Hammersmith and Fulham	false	false	true	false	false	true	true	false	false	true	false	true	false	false	false	false	false	false	true	false	false	true
synE09000014	Haringey	false	false	true	false	false	true	true	false	false	false	false	true	false	true	false	false	true	false	true	false	false	true
synE09000015	Harrow	false	false	false	false	false	true	true	false	false	false	false	false	false	true	false	true	true	false	true	false	false	true
synE09000016	Havering	false	false	false	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synE09000017	Hillingdon	false	false	false	false	false	true	true	false	true	false	false	true	false	false	false	true	true	false	true	false	false	true
synE09000018	Hounslow	false	false	false	false	false	true	true	false	false	false	false	true	false	true	false	true	true	false	true	false	false	true
synE09000019	Islington	false	false	true	false	false	true	true	false	false	true	false	true	false	true	false	false	false	false	true	false	false	true
synE09000020	Kensington and Chelsea	false	false	false	false	false	true	true	false	false	true	false	true	false	false	false	false	false	false	true	false	false	true
synE09000021	Kingston upon Thames	false	false	false	false	false	true	true	false	false	false	false	true	false	false	false	false	false	false	true	false	false	false
synE09000022	Lambeth	false	false	true	false	false	true	true	false	false	false	false	true	false	true	false	false	true	false	true	false	false	true
synE09000023	Lewisham	false	false	true	false	false	true	true	false	false	false	false	true	false	true	false	false	true	false	true	false	false	true
synE09000024	Merton	false	false	false	false	false	true	true	false	false	false	false	true	false	false	false	false	false	false	true	false	false	true
synE09000025	Newham	false	false	true	false	false	true	true	false	true	false	false	true	false	true	false	true	true	false	true	false	false	true
synE09000026	Redbridge	false	false	false	false	false	true	true	false	true	false	false	true	false	true	false	true	true	false	true	false	false	true
synE09000027	Richmond upon Thames	false	false	false	false	false	true	true	false	false	false	false	true	false	false	false	false	false	false	true	false	false	false
synE09000028	Southwark	false	false	true	false	false	true	true	false	false	false	false	true	false	true	false	false	false	false	true	false	false	true
synE09000029	Sutton	false	false	false	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false
synE09000030	Tower Hamlets	false	false	true	false	false	true	true	false	false	false	false	true	false	true	false	false	true	false	true	false	false	true
synE09000031	Waltham Forest	false	false	false	false	false	true	true	false	false	false	false	true	false	true	false	true	true	false	true	false	false	true
synE09000032	Wandsworth	false	false	true	false	false	true	true	false	false	true	false	true	false	false	false	false	false	false	true	false	false	true
synE09000033	Westminster	false	false	false	false	false	true	true	false	false	true	false	true	false	true	false	false	true	false	true	false	false	true
synW06000001	Isle of Anglesey	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	true	false	true	true	false
synW06000002	Gwynedd	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synW06000003	Conwy	true	false	false	true	true	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	false	false
synW06000004	Denbighshire	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synW06000005	Flintshire	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	true	false
synW06000006	Wrexham	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synW06000008	Ceredigion	true	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false
synW06000009	Pembrokeshire	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	true	false
synW06000010	Carmarthenshire	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	true	false
synW06000011	Swansea	true	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
synW06000012	Neath Port Talbot	true	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	false	true	false	true	true	false
synW06000013	Bridgend	true	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	true	false	true	true	false
synW06000014	The Vale of Glamorgan	true	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
synW06000015	Cardiff	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
synW06000016	Rhondda Cynon Taf	true	false	false	false	false	false	false	false	false	false	false	false	false	true	true	false	false	false	false	true	false	false
synW06000018	Caerphilly	true	false	false	false	false	false	false	false	false	false	false	false	false	true	true	false	false	true	false	true	true	false
synW06000019	Blaenau Gwent	true	false	false	false	false	false	false	false	false	false	false	false	false	true	true	false	false	true	false	true	true	false
synW06000020	Torfaen	true	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	true	false	true	true	false
synW06000021	Monmouthshire	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	true	false	true	true	false
synW06000022	Newport	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synW06000023	Powys	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
synW06000024	Merthyr Tydfil	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
